Community Name,Crime Category,Number of Records,Year,Incidents
FRANKLIN,Physical Disorder,1,2016,32
MILLRISE,Physical Disorder,1,2016,16
ROYAL OAK,Physical Disorder,1,2016,25
SPRINGBANK HILL,Physical Disorder,1,2016,16
BURNS INDUSTRIAL,Physical Disorder,1,2016,11
ELBOW PARK,Physical Disorder,1,2016,13
EVANSTON,Physical Disorder,1,2016,25
HIGHFIELD,Physical Disorder,1,2016,10
WOODBINE,Physical Disorder,1,2016,23
CHINATOWN,Physical Disorder,1,2016,7
HAWKWOOD,Physical Disorder,1,2016,21
EAU CLAIRE,Physical Disorder,1,2016,24
FAIRVIEW INDUSTRIAL,Physical Disorder,1,2016,14
APPLEWOOD PARK,Physical Disorder,1,2016,34
HARVEST HILLS,Physical Disorder,1,2016,14
QUEENSLAND,Physical Disorder,1,2016,29
SILVER SPRINGS,Physical Disorder,1,2016,19
SOUTH AIRWAYS,Physical Disorder,1,2016,26
DOWNTOWN WEST END,Physical Disorder,1,2016,28
HOUNSFIELD HEIGHTS/BRIAR HILL,Physical Disorder,1,2016,18
RICHMOND,Physical Disorder,1,2016,25
CALGARY INTERNATIONAL AIRPORT,Physical Disorder,1,2016,43
ROCKY RIDGE,Physical Disorder,1,2016,17
CAPITOL HILL,Physical Disorder,1,2016,33
HORIZON,Physical Disorder,1,2016,33
RAMSAY,Physical Disorder,1,2016,6
ALYTH/BONNYBROOK,Physical Disorder,1,2016,23
FOOTHILLS,Physical Disorder,1,2016,44
SOMERSET,Physical Disorder,1,2016,12
CRANSTON,Physical Disorder,1,2016,29
HIDDEN VALLEY,Physical Disorder,1,2016,20
SOUTH CALGARY,Physical Disorder,1,2016,27
SOUTHVIEW,Physical Disorder,1,2016,34
WEST HILLHURST,Physical Disorder,1,2016,25
CANYON MEADOWS,Physical Disorder,1,2016,25
CASTLERIDGE,Physical Disorder,1,2016,38
CEDARBRAE,Physical Disorder,1,2016,16
CHAPARRAL,Physical Disorder,1,2016,28
COUNTRY HILLS VILLAGE,Physical Disorder,1,2016,20
VISTA HEIGHTS,Physical Disorder,1,2016,16
HIGHLAND PARK,Physical Disorder,1,2016,19
INGLEWOOD,Physical Disorder,1,2016,35
RIVERBEND,Physical Disorder,1,2016,36
CLIFF BUNGALOW,Physical Disorder,1,2016,29
DOWNTOWN EAST VILLAGE,Physical Disorder,1,2016,25
ROSSCARROCK,Physical Disorder,1,2016,34
TUSCANY,Physical Disorder,1,2016,34
WINDSOR PARK,Physical Disorder,1,2016,23
BRENTWOOD,Physical Disorder,1,2016,34
WOODLANDS,Physical Disorder,1,2016,17
BRIDLEWOOD,Physical Disorder,1,2016,39
COVENTRY HILLS,Physical Disorder,1,2016,49
FOREST LAWN INDUSTRIAL,Physical Disorder,1,2016,33
EDGEMONT,Physical Disorder,1,2016,19
GLENBROOK,Physical Disorder,1,2016,27
TUXEDO PARK,Physical Disorder,1,2016,43
MOUNT PLEASANT,Physical Disorder,1,2016,34
SUNDANCE,Physical Disorder,1,2016,27
KINGSLAND,Physical Disorder,1,2016,40
MCKENZIE LAKE,Physical Disorder,1,2016,39
DOUGLASDALE/GLEN,Physical Disorder,1,2016,43
ERIN WOODS,Physical Disorder,1,2016,44
MIDNAPORE,Physical Disorder,1,2016,35
VARSITY,Physical Disorder,1,2016,47
PANORAMA HILLS,Physical Disorder,1,2016,34
WINSTON HEIGHTS/MOUNTVIEW,Physical Disorder,1,2016,30
ALTADORE,Physical Disorder,1,2016,29
BANFF TRAIL,Physical Disorder,1,2016,31
BRAESIDE,Physical Disorder,1,2016,12
GLAMORGAN,Physical Disorder,1,2016,16
HAYSBORO,Physical Disorder,1,2016,33
KILLARNEY/GLENGARRY,Physical Disorder,1,2016,27
SOUTHWOOD,Physical Disorder,1,2016,45
ABBEYDALE,Physical Disorder,1,2016,31
RENFREW,Physical Disorder,1,2016,63
SUNALTA,Physical Disorder,1,2016,50
BANKVIEW,Physical Disorder,1,2016,41
EVERGREEN,Physical Disorder,1,2016,31
MAYLAND HEIGHTS,Physical Disorder,1,2016,33
SADDLE RIDGE,Physical Disorder,1,2016,58
SIGNAL HILL,Physical Disorder,1,2016,39
SUNRIDGE,Physical Disorder,1,2016,53
LAKE BONAVISTA,Physical Disorder,1,2016,41
MONTEREY PARK,Physical Disorder,1,2016,36
WILLOW PARK,Physical Disorder,1,2016,28
DALHOUSIE,Physical Disorder,1,2016,26
MONTGOMERY,Physical Disorder,1,2016,39
SUNNYSIDE,Physical Disorder,1,2016,30
MISSION,Physical Disorder,1,2016,38
LOWER MOUNT ROYAL,Physical Disorder,1,2016,48
TEMPLE,Physical Disorder,1,2016,72
ARBOUR LAKE,Physical Disorder,1,2016,36
OGDEN,Physical Disorder,1,2016,54
CRESCENT HEIGHTS,Physical Disorder,1,2016,65
BEDDINGTON HEIGHTS,Physical Disorder,1,2016,52
MANCHESTER INDUSTRIAL,Physical Disorder,1,2016,56
MCKENZIE TOWNE,Physical Disorder,1,2016,75
THORNCLIFFE,Physical Disorder,1,2016,46
MARTINDALE,Physical Disorder,1,2016,77
FOREST HEIGHTS,Physical Disorder,1,2016,55
HILLHURST,Physical Disorder,1,2016,73
ALBERT PARK/RADISSON HEIGHTS,Physical Disorder,1,2016,98
SHAWNESSY,Physical Disorder,1,2016,61
MARLBOROUGH,Physical Disorder,1,2016,84
TARADALE,Physical Disorder,1,2016,68
WHITEHORN,Physical Disorder,1,2016,67
BRIDGELAND/RIVERSIDE,Physical Disorder,1,2016,58
ACADIA,Physical Disorder,1,2016,52
PENBROOKE MEADOWS,Physical Disorder,1,2016,63
MARLBOROUGH PARK,Physical Disorder,1,2016,52
HUNTINGTON HILLS,Physical Disorder,1,2016,94
FALCONRIDGE,Physical Disorder,1,2016,87
RUNDLE,Physical Disorder,1,2016,68
PINERIDGE,Physical Disorder,1,2016,76
BOWNESS,Physical Disorder,1,2016,69
DOVER,Physical Disorder,1,2016,110
FOREST LAWN,Physical Disorder,1,2016,209
DOWNTOWN COMMERCIAL CORE,Physical Disorder,1,2016,283
BELTLINE,Physical Disorder,1,2016,304
PEGASUS,Residential Break & Enter,1,2016,1
POINT MCKAY,Residential Break & Enter,1,2016,1
QUEENS PARK VILLAGE,Residential Break & Enter,1,2016,0
REDSTONE,Residential Break & Enter,1,2016,1
SADDLE RIDGE INDUSTRIAL,Residential Break & Enter,1,2016,0
SECTION 23,Residential Break & Enter,1,2016,1
SHERWOOD,Residential Break & Enter,1,2016,0
SKYLINE EAST,Residential Break & Enter,1,2016,0
SOUTH FOOTHILLS,Residential Break & Enter,1,2016,2
STONEGATE LANDING,Residential Break & Enter,1,2016,0
STONEY 2,Residential Break & Enter,1,2016,0
VALLEYFIELD,Residential Break & Enter,1,2016,0
WALDEN,Residential Break & Enter,1,2016,11
WESTWINDS,Residential Break & Enter,1,2016,0
SOUTH AIRWAYS,Residential Break & Enter,1,2016,2
STARFIELD,Residential Break & Enter,1,2016,0
SUNRIDGE,Residential Break & Enter,1,2016,3
UNIVERSITY OF CALGARY,Residential Break & Enter,1,2016,3
RIDEAU PARK,Residential Break & Enter,1,2016,2
SHEPARD INDUSTRIAL,Residential Break & Enter,1,2016,1
STONEY 4,Residential Break & Enter,1,2016,0
RUTLAND PARK,Residential Break & Enter,1,2016,6
SCARBORO/ SUNALTA WEST,Residential Break & Enter,1,2016,2
PATTERSON,Residential Break & Enter,1,2016,14
VALLEY RIDGE,Residential Break & Enter,1,2016,12
PUMP HILL,Residential Break & Enter,1,2016,4
RED CARPET,Residential Break & Enter,1,2016,4
SHAWNEE SLOPES,Residential Break & Enter,1,2016,5
SKYVIEW RANCH,Residential Break & Enter,1,2016,26
ROSEDALE,Residential Break & Enter,1,2016,16
ROXBORO,Residential Break & Enter,1,2016,2
ST. ANDREWS HEIGHTS,Residential Break & Enter,1,2016,8
UNIVERSITY HEIGHTS,Residential Break & Enter,1,2016,9
QUEENSLAND,Residential Break & Enter,1,2016,14
ROSEMONT,Residential Break & Enter,1,2016,10
SCARBORO,Residential Break & Enter,1,2016,12
SPRUCE CLIFF,Residential Break & Enter,1,2016,14
SAGE HILL,Residential Break & Enter,1,2016,13
SHAGANAPPI,Residential Break & Enter,1,2016,6
WILDWOOD,Residential Break & Enter,1,2016,15
ROCKY RIDGE,Residential Break & Enter,1,2016,24
SILVERADO,Residential Break & Enter,1,2016,24
RAMSAY,Residential Break & Enter,1,2016,16
RANCHLANDS,Residential Break & Enter,1,2016,15
VISTA HEIGHTS,Residential Break & Enter,1,2016,10
WESTGATE,Residential Break & Enter,1,2016,15
RICHMOND,Residential Break & Enter,1,2016,36
ROYAL OAK,Residential Break & Enter,1,2016,25
SILVER SPRINGS,Residential Break & Enter,1,2016,23
SUNALTA,Residential Break & Enter,1,2016,17
WINSTON HEIGHTS/MOUNTVIEW,Residential Break & Enter,1,2016,27
STRATHCONA PARK,Residential Break & Enter,1,2016,29
SUNDANCE,Residential Break & Enter,1,2016,23
WEST SPRINGS,Residential Break & Enter,1,2016,16
WILLOW PARK,Residential Break & Enter,1,2016,30
WINDSOR PARK,Residential Break & Enter,1,2016,24
SANDSTONE VALLEY,Residential Break & Enter,1,2016,22
WOODLANDS,Residential Break & Enter,1,2016,27
ROSSCARROCK,Residential Break & Enter,1,2016,17
WEST HILLHURST,Residential Break & Enter,1,2016,70
RENFREW,Residential Break & Enter,1,2016,47
SADDLE RIDGE,Residential Break & Enter,1,2016,27
SOUTHVIEW,Residential Break & Enter,1,2016,14
UPPER MOUNT ROYAL,Residential Break & Enter,1,2016,27
SIGNAL HILL,Residential Break & Enter,1,2016,24
SPRINGBANK HILL,Residential Break & Enter,1,2016,42
RIVERBEND,Residential Break & Enter,1,2016,20
SOMERSET,Residential Break & Enter,1,2016,15
SCENIC ACRES,Residential Break & Enter,1,2016,17
SOUTH CALGARY,Residential Break & Enter,1,2016,29
SUNNYSIDE,Residential Break & Enter,1,2016,34
VARSITY,Residential Break & Enter,1,2016,25
TUXEDO PARK,Residential Break & Enter,1,2016,35
WOODBINE,Residential Break & Enter,1,2016,28
SOUTHWOOD,Residential Break & Enter,1,2016,31
SHAWNESSY,Residential Break & Enter,1,2016,31
TUSCANY,Residential Break & Enter,1,2016,65
PINERIDGE,Residential Break & Enter,1,2016,53
THORNCLIFFE,Residential Break & Enter,1,2016,28
TEMPLE,Residential Break & Enter,1,2016,57
RUNDLE,Residential Break & Enter,1,2016,57
TARADALE,Residential Break & Enter,1,2016,51
PENBROOKE MEADOWS,Residential Break & Enter,1,2016,61
WHITEHORN,Residential Break & Enter,1,2016,35
CARRINGTON,Social Disorder,1,2016,9
PEGASUS,Social Disorder,1,2016,9
STONEY 3,Social Disorder,1,2016,7
LIVINGSTON,Social Disorder,1,2016,3
OGDEN SHOPS,Social Disorder,1,2016,6
STONEGATE LANDING,Social Disorder,1,2016,12
SECTION 23,Social Disorder,1,2016,22
CITYSCAPE,Social Disorder,1,2016,53
LEGACY,Social Disorder,1,2016,77
DIAMOND COVE,Social Disorder,1,2016,22
NOLAN HILL,Social Disorder,1,2016,74
NORTH HAVEN UPPER,Social Disorder,1,2016,17
GOLDEN TRIANGLE,Social Disorder,1,2016,20
MAYFAIR,Social Disorder,1,2016,29
BEL-AIRE,Social Disorder,1,2016,26
GLENDEER BUSINESS PARK,Social Disorder,1,2016,36
CANADA OLYMPIC PARK,Social Disorder,1,2016,17
EASTFIELD,Social Disorder,1,2016,25
SKYLINE EAST,Social Disorder,1,2016,30
REDSTONE,Social Disorder,1,2016,75
RIDEAU PARK,Social Disorder,1,2016,20
CFB - CURRIE,Social Disorder,1,2016,22
ROXBORO,Social Disorder,1,2016,23
AURORA BUSINESS PARK,Social Disorder,1,2016,27
GREAT PLAINS,Social Disorder,1,2016,61
BRITANNIA,Social Disorder,1,2016,66
CRESTMONT,Social Disorder,1,2016,34
SETON,Social Disorder,1,2016,100
SADDLE RIDGE INDUSTRIAL,Social Disorder,1,2016,35
STONEY 1,Social Disorder,1,2016,38
STARFIELD,Social Disorder,1,2016,24
QUEENS PARK VILLAGE,Social Disorder,1,2016,40
STONEY 4,Social Disorder,1,2016,23
CHINOOK PARK,Social Disorder,1,2016,64
POINT MCKAY,Social Disorder,1,2016,26
SOUTH FOOTHILLS,Social Disorder,1,2016,38
STONEY 2,Social Disorder,1,2016,101
BONAVISTA DOWNS,Social Disorder,1,2016,52
FISH CREEK PARK,Social Disorder,1,2016,59
PUMP HILL,Social Disorder,1,2016,54
SCARBORO/ SUNALTA WEST,Social Disorder,1,2016,34
MAHOGANY,Social Disorder,1,2016,183
SHAWNEE SLOPES,Social Disorder,1,2016,80
ROSEMONT,Social Disorder,1,2016,71
COACH HILL,Social Disorder,1,2016,92
ROYAL VISTA,Social Disorder,1,2016,92
NOSE HILL PARK,Social Disorder,1,2016,66
ROSEDALE,Social Disorder,1,2016,88
BAYVIEW,Social Disorder,1,2016,45
GREENWOOD/GREENBRIAR,Social Disorder,1,2016,48
SCARBORO,Social Disorder,1,2016,57
DEERFOOT BUSINESS CENTRE,Social Disorder,1,2016,78
WALDEN,Social Disorder,1,2016,117
MAYLAND,Social Disorder,1,2016,77
CHRISTIE PARK,Social Disorder,1,2016,54
HAMPTONS,Social Disorder,1,2016,98
NORTH AIRWAYS,Social Disorder,1,2016,63
SAGE HILL,Social Disorder,1,2016,121
MCCALL,Social Disorder,1,2016,65
CFB - LINCOLN PARK PMQ,Social Disorder,1,2016,33
SKYLINE WEST,Social Disorder,1,2016,44
PATTERSON,Social Disorder,1,2016,98
SHERWOOD,Social Disorder,1,2016,118
EAGLE RIDGE,Social Disorder,1,2016,120
CAMBRIAN HEIGHTS,Social Disorder,1,2016,103
KELVIN GROVE,Social Disorder,1,2016,243
GLENMORE PARK,Social Disorder,1,2016,73
HIGHFIELD,Social Disorder,1,2016,111
BURNS INDUSTRIAL,Social Disorder,1,2016,64
KINCORA,Social Disorder,1,2016,84
PALLISER,Social Disorder,1,2016,117
PARKDALE,Social Disorder,1,2016,112
ELBOYA,Social Disorder,1,2016,131
PARKLAND,Social Disorder,1,2016,94
RUTLAND PARK,Social Disorder,1,2016,111
CHARLESWOOD,Social Disorder,1,2016,132
COUNTRY HILLS,Social Disorder,1,2016,103
NORTH GLENMORE PARK,Social Disorder,1,2016,101
HIGHWOOD,Social Disorder,1,2016,161
WESTGATE,Social Disorder,1,2016,132
UPPER MOUNT ROYAL,Social Disorder,1,2016,149
MACEWAN GLEN,Social Disorder,1,2016,110
COLLINGWOOD,Social Disorder,1,2016,96
FAIRVIEW INDUSTRIAL,Social Disorder,1,2016,160
NORTH HAVEN,Social Disorder,1,2016,74
ALYTH/BONNYBROOK,Social Disorder,1,2016,130
EAST SHEPARD INDUSTRIAL,Social Disorder,1,2016,157
GREENVIEW INDUSTRIAL PARK,Social Disorder,1,2016,130
VALLEYFIELD,Social Disorder,1,2016,123
VALLEY RIDGE,Social Disorder,1,2016,135
EAST FAIRVIEW INDUSTRIAL,Social Disorder,1,2016,191
MAPLE RIDGE,Social Disorder,1,2016,142
CALGARY INTERNATIONAL AIRPORT,Social Disorder,1,2016,167
ELBOW PARK,Social Disorder,1,2016,160
LINCOLN PARK,Social Disorder,1,2016,126
WILDWOOD,Social Disorder,1,2016,127
CHINATOWN,Social Disorder,1,2016,161
DEER RUN,Social Disorder,1,2016,144
SANDSTONE VALLEY,Social Disorder,1,2016,150
ASPEN WOODS,Social Disorder,1,2016,191
MANCHESTER,Social Disorder,1,2016,336
SILVERADO,Social Disorder,1,2016,157
SOUTH AIRWAYS,Social Disorder,1,2016,119
RED CARPET,Social Disorder,1,2016,150
UNIVERSITY HEIGHTS,Social Disorder,1,2016,211
STRATHCONA PARK,Social Disorder,1,2016,131
SHEPARD INDUSTRIAL,Social Disorder,1,2016,157
DISCOVERY RIDGE,Social Disorder,1,2016,115
COUGAR RIDGE,Social Disorder,1,2016,111
LAKEVIEW,Social Disorder,1,2016,179
SKYVIEW RANCH,Social Disorder,1,2016,239
WEST SPRINGS,Social Disorder,1,2016,172
UNIVERSITY OF CALGARY,Social Disorder,1,2016,124
ROYAL OAK,Social Disorder,1,2016,247
ERLTON,Social Disorder,1,2016,169
SHAGANAPPI,Social Disorder,1,2016,142
OAKRIDGE,Social Disorder,1,2016,149
ROCKY RIDGE,Social Disorder,1,2016,160
SPRINGBANK HILL,Social Disorder,1,2016,236
CORAL SPRINGS,Social Disorder,1,2016,192
GREENVIEW,Social Disorder,1,2016,247
COUNTRY HILLS VILLAGE,Social Disorder,1,2016,180
MERIDIAN,Social Disorder,1,2016,163
ST. ANDREWS HEIGHTS,Social Disorder,1,2016,199
PARKHILL,Social Disorder,1,2016,275
HAWKWOOD,Social Disorder,1,2016,164
SPRUCE CLIFF,Social Disorder,1,2016,454
GLENDALE,Social Disorder,1,2016,288
HARVEST HILLS,Social Disorder,1,2016,218
AUBURN BAY,Social Disorder,1,2016,363
CITADEL,Social Disorder,1,2016,204
QUEENSLAND,Social Disorder,1,2016,249
SCENIC ACRES,Social Disorder,1,2016,146
RAMSAY,Social Disorder,1,2016,199
MILLRISE,Social Disorder,1,2016,275
SILVER SPRINGS,Social Disorder,1,2016,194
FAIRVIEW,Social Disorder,1,2016,244
MEADOWLARK PARK,Social Disorder,1,2016,343
FOOTHILLS,Social Disorder,1,2016,271
SOMERSET,Social Disorder,1,2016,249
EVANSTON,Social Disorder,1,2016,336
WOODBINE,Social Disorder,1,2016,254
DEER RIDGE,Social Disorder,1,2016,252
RIVERBEND,Social Disorder,1,2016,326
SUNDANCE,Social Disorder,1,2016,257
HIDDEN VALLEY,Social Disorder,1,2016,260
EDGEMONT,Social Disorder,1,2016,341
RICHMOND,Social Disorder,1,2016,269
GLAMORGAN,Social Disorder,1,2016,382
WOODLANDS,Social Disorder,1,2016,346
DOUGLASDALE/GLEN,Social Disorder,1,2016,356
NEW BRIGHTON,Social Disorder,1,2016,348
HORIZON,Social Disorder,1,2016,361
APPLEWOOD PARK,Social Disorder,1,2016,349
CANYON MEADOWS,Social Disorder,1,2016,352
COPPERFIELD,Social Disorder,1,2016,455
FOREST LAWN INDUSTRIAL,Social Disorder,1,2016,260
VISTA HEIGHTS,Social Disorder,1,2016,324
WINSTON HEIGHTS/MOUNTVIEW,Social Disorder,1,2016,367
CHAPARRAL,Social Disorder,1,2016,357
CEDARBRAE,Social Disorder,1,2016,224
TUSCANY,Social Disorder,1,2016,415
EAU CLAIRE,Social Disorder,1,2016,292
EVERGREEN,Social Disorder,1,2016,418
SOUTH CALGARY,Social Disorder,1,2016,357
RANCHLANDS,Social Disorder,1,2016,272
BRAESIDE,Social Disorder,1,2016,312
WEST HILLHURST,Social Disorder,1,2016,374
BRIDLEWOOD,Social Disorder,1,2016,341
CRANSTON,Social Disorder,1,2016,496
LAKE BONAVISTA,Social Disorder,1,2016,425
WINDSOR PARK,Social Disorder,1,2016,399
RENFREW,Social Disorder,1,2016,420
MONTEREY PARK,Social Disorder,1,2016,460
GLENBROOK,Social Disorder,1,2016,326
ALTADORE,Social Disorder,1,2016,360
MCKENZIE LAKE,Social Disorder,1,2016,421
HOUNSFIELD HEIGHTS/BRIAR HILL,Social Disorder,1,2016,386
HIGHLAND PARK,Social Disorder,1,2016,355
DALHOUSIE,Social Disorder,1,2016,376
MAYLAND HEIGHTS,Social Disorder,1,2016,724
SIGNAL HILL,Social Disorder,1,2016,595
WILLOW PARK,Social Disorder,1,2016,482
INGLEWOOD,Social Disorder,1,2016,426
MOUNT PLEASANT,Social Disorder,1,2016,338
SUNNYSIDE,Social Disorder,1,2016,463
CASTLERIDGE,Social Disorder,1,2016,395
KINGSLAND,Social Disorder,1,2016,628
ERIN WOODS,Social Disorder,1,2016,390
BRENTWOOD,Social Disorder,1,2016,471
ABBEYDALE,Social Disorder,1,2016,453
COVENTRY HILLS,Social Disorder,1,2016,608
PANORAMA HILLS,Social Disorder,1,2016,466
WESTWINDS,Social Disorder,1,2016,577
TUXEDO PARK,Social Disorder,1,2016,498
BANFF TRAIL,Social Disorder,1,2016,589
MIDNAPORE,Social Disorder,1,2016,438
KILLARNEY/GLENGARRY,Social Disorder,1,2016,787
SADDLE RIDGE,Social Disorder,1,2016,635
VARSITY,Social Disorder,1,2016,438
CAPITOL HILL,Social Disorder,1,2016,431
SOUTHVIEW,Social Disorder,1,2016,561
BEDDINGTON HEIGHTS,Social Disorder,1,2016,532
CLIFF BUNGALOW,Social Disorder,1,2016,739
ROSSCARROCK,Social Disorder,1,2016,786
FRANKLIN,Social Disorder,1,2016,599
THORNCLIFFE,Social Disorder,1,2016,624
MISSION,Social Disorder,1,2016,632
SOUTHWOOD,Social Disorder,1,2016,689
TARADALE,Social Disorder,1,2016,652
LOWER MOUNT ROYAL,Social Disorder,1,2016,905
BANKVIEW,Social Disorder,1,2016,858
MONTGOMERY,Social Disorder,1,2016,621
FOREST HEIGHTS,Social Disorder,1,2016,638
MANCHESTER INDUSTRIAL,Social Disorder,1,2016,1096
MCKENZIE TOWNE,Social Disorder,1,2016,731
MARLBOROUGH PARK,Social Disorder,1,2016,809
SUNRIDGE,Social Disorder,1,2016,861
MARTINDALE,Social Disorder,1,2016,683
CRESCENT HEIGHTS,Social Disorder,1,2016,786
ARBOUR LAKE,Social Disorder,1,2016,693
HAYSBORO,Social Disorder,1,2016,700
OGDEN,Social Disorder,1,2016,890
DOWNTOWN WEST END,Social Disorder,1,2016,616
HUNTINGTON HILLS,Social Disorder,1,2016,834
TEMPLE,Social Disorder,1,2016,835
WHITEHORN,Social Disorder,1,2016,771
RUNDLE,Social Disorder,1,2016,811
SUNALTA,Social Disorder,1,2016,855
ACADIA,Social Disorder,1,2016,968
BRIDGELAND/RIVERSIDE,Social Disorder,1,2016,1091
PINERIDGE,Social Disorder,1,2016,1016
HILLHURST,Social Disorder,1,2016,806
PENBROOKE MEADOWS,Social Disorder,1,2016,906
SHAWNESSY,Social Disorder,1,2016,1168
ALBERT PARK/RADISSON HEIGHTS,Social Disorder,1,2016,1097
FALCONRIDGE,Social Disorder,1,2016,1145
DOVER,Social Disorder,1,2016,1240
MARLBOROUGH,Social Disorder,1,2016,1415
BOWNESS,Social Disorder,1,2016,1037
DOWNTOWN EAST VILLAGE,Social Disorder,1,2016,891
FOREST LAWN,Social Disorder,1,2016,2234
DOWNTOWN COMMERCIAL CORE,Social Disorder,1,2016,5886
BELTLINE,Social Disorder,1,2016,6834
AURORA BUSINESS PARK,Theft FROM Vehicle,1,2016,2
CARRINGTON,Theft FROM Vehicle,1,2016,0
CITYSCAPE,Theft FROM Vehicle,1,2016,5
EAGLE RIDGE,Theft FROM Vehicle,1,2016,11
LEGACY,Theft FROM Vehicle,1,2016,8
RIDEAU PARK,Theft FROM Vehicle,1,2016,13
ROYAL VISTA,Theft FROM Vehicle,1,2016,1
SECTION 23,Theft FROM Vehicle,1,2016,1
SHERWOOD,Theft FROM Vehicle,1,2016,13
SKYLINE WEST,Theft FROM Vehicle,1,2016,1
STONEGATE LANDING,Theft FROM Vehicle,1,2016,0
STONEY 1,Theft FROM Vehicle,1,2016,5
STONEY 3,Theft FROM Vehicle,1,2016,0
BAYVIEW,Theft FROM Vehicle,1,2016,7
BEL-AIRE,Theft FROM Vehicle,1,2016,3
LIVINGSTON,Theft FROM Vehicle,1,2016,0
MAYFAIR,Theft FROM Vehicle,1,2016,8
NOSE HILL PARK,Theft FROM Vehicle,1,2016,15
QUEENS PARK VILLAGE,Theft FROM Vehicle,1,2016,1
SETON,Theft FROM Vehicle,1,2016,3
STONEY 4,Theft FROM Vehicle,1,2016,0
CFB - LINCOLN PARK PMQ,Theft FROM Vehicle,1,2016,6
CRESTMONT,Theft FROM Vehicle,1,2016,10
GLENDEER BUSINESS PARK,Theft FROM Vehicle,1,2016,4
POINT MCKAY,Theft FROM Vehicle,1,2016,5
ROXBORO,Theft FROM Vehicle,1,2016,6
BONAVISTA DOWNS,Theft FROM Vehicle,1,2016,6
BRITANNIA,Theft FROM Vehicle,1,2016,12
GREAT PLAINS,Theft FROM Vehicle,1,2016,8
NORTH HAVEN UPPER,Theft FROM Vehicle,1,2016,2
REDSTONE,Theft FROM Vehicle,1,2016,5
SKYLINE EAST,Theft FROM Vehicle,1,2016,7
UPPER MOUNT ROYAL,Theft FROM Vehicle,1,2016,34
CHRISTIE PARK,Theft FROM Vehicle,1,2016,15
DIAMOND COVE,Theft FROM Vehicle,1,2016,18
GLENMORE PARK,Theft FROM Vehicle,1,2016,15
MAYLAND,Theft FROM Vehicle,1,2016,10
RED CARPET,Theft FROM Vehicle,1,2016,18
ROSEDALE,Theft FROM Vehicle,1,2016,9
SCARBORO,Theft FROM Vehicle,1,2016,9
SCARBORO/ SUNALTA WEST,Theft FROM Vehicle,1,2016,7
GREENVIEW INDUSTRIAL PARK,Theft FROM Vehicle,1,2016,26
GREENWOOD/GREENBRIAR,Theft FROM Vehicle,1,2016,2
OGDEN SHOPS,Theft FROM Vehicle,1,2016,3
PEGASUS,Theft FROM Vehicle,1,2016,5
STARFIELD,Theft FROM Vehicle,1,2016,9
WALDEN,Theft FROM Vehicle,1,2016,26
CHINOOK PARK,Theft FROM Vehicle,1,2016,12
COACH HILL,Theft FROM Vehicle,1,2016,27
FISH CREEK PARK,Theft FROM Vehicle,1,2016,14
PUMP HILL,Theft FROM Vehicle,1,2016,14
